"City","Timestep","Cumulative Median_0","Cumulative Median_1","Cumulative Median_2","Cumulative Median_3"
"Amsterdam","9","0.0","10.0","20.0","30.0"
"Amsterdam","10","0.0","10.0","20.0","30.0"
"Amsterdam","11","0.0","10.0","20.0","30.0"
"Amsterdam","12","0.0","10.0","20.0","30.0"
"Amsterdam","13","0.0","10.0","20.0","30.0"
"Amsterdam","14","0.0","10.0","20.0","30.0"
"Amsterdam","15","0.0","10.0","20.0","30.0"
"Amsterdam","16","0.0","10.0","20.0","30.0"
"Amsterdam","17","0.0","10.0","20.0","30.0"
"Amsterdam","18","0.0","10.0","20.0","30.0"
"Amsterdam","19","0.0","10.0","20.0","30.0"
"Amsterdam","20","0.0","10.0","20.0","30.0"
"Amsterdam","21","0.0","10.0","20.0","30.0"
"Amsterdam","22","0.0","10.0","20.0","30.0"
"Amsterdam","23","0.0","10.0","20.0","30.0"
"Amsterdam","24","0.0","10.0","20.0","30.0"
"Amsterdam","25","0.0","10.0","20.0","30.0"
"Amsterdam","26","0.0","10.0","20.0","30.0"
"Amsterdam","27","0.0","10.0","20.0","30.0"
"Amsterdam","28","0.0","10.0","20.0","30.0"
"Amsterdam","29","0.0","10.0","20.0","30.0"
"Amsterdam","30","0.0","10.0","20.0","30.0"
"Amsterdam","31","0.0","10.0","20.0","30.0"
"Amsterdam","32","0.0","10.0","20.0","30.0"
"Amsterdam","33","0.0","10.0","20.0","30.0"
"Amsterdam","34","0.0","10.0","20.0","30.0"
"Amsterdam","35","0.0","10.0","20.0","30.0"
"Amsterdam","36","0.0","10.0","20.0","30.0"
"Amsterdam","37","0.0","10.0","20.0","30.0"
"Amsterdam","38","0.0","10.0","20.0","30.0"
"Amsterdam","39","0.0","10.0","20.0","30.0"
"Amsterdam","40","0.0","10.0","20.0","30.0"
"Amsterdam","41","0.0","10.0","20.0","30.0"
"Amsterdam","42","0.0","10.0","20.0","30.0"
"Amsterdam","43","0.0","10.0","20.0","30.0"
"Amsterdam","44","0.0","10.0","20.0","30.0"
"Amsterdam","45","0.0","10.0","20.0","30.0"
"Amsterdam","46","0.0","10.0","20.0","30.0"
"Amsterdam","47","0.0","10.0","20.0","30.0"
"Amsterdam","48","0.0","10.0","20.0","30.0"
"Amsterdam","49","0.0","10.0","20.0","30.0"
"Amsterdam","50","0.0","10.0","20.0","30.0"
"Amsterdam","51","0.0","10.0","20.0","30.0"
"Amsterdam","52","0.0","10.0","20.0","30.0"
"Amsterdam","53","0.0","10.0","20.0","30.0"
"Amsterdam","54","0.0","10.0","20.0","30.0"
"Amsterdam","55","0.0","10.0","20.0","30.0"
"Amsterdam","56","0.0","10.0","20.0","30.0"
"Amsterdam","57","0.0","10.0","20.0","30.0"
"Amsterdam","58","0.0","10.0","20.0","30.0"
"Amsterdam","59","0.0","10.0","20.0","30.0"
"Amsterdam","60","0.0","10.0","20.0","30.0"
"Amsterdam","61","0.0","10.0","20.0","30.0"
"Amsterdam","62","0.0","10.0","20.0","30.0"
"Amsterdam","63","0.0","10.0","20.0","30.0"
"Amsterdam","64","0.0","10.0","20.0","30.0"
"Amsterdam","65","0.0","10.0","20.0","30.0"
"Amsterdam","66","0.0","10.0","20.0","30.0"
"Amsterdam","67","0.0","10.0","20.0","30.0"
"Amsterdam","68","0.0","10.0","20.0","30.0"
"Amsterdam","69","0.0","10.0","20.0","30.0"
"Amsterdam","70","0.0","10.0","20.0","30.0"
"Amsterdam","71","0.0","10.0","20.0","30.0"
"Amsterdam","72","0.0","10.0","20.0","30.0"
"Amsterdam","73","0.0","10.0","20.0","30.0"
"Amsterdam","74","0.0","10.0","20.0","30.0"
"Amsterdam","75","0.0","10.0","20.0","30.0"
"Amsterdam","76","0.0","10.0","20.0","30.0"
"Amsterdam","77","0.0","10.0","20.0","30.0"
"Amsterdam","78","0.0","10.0","20.0","30.0"
"Amsterdam","79","0.0","10.0","20.0","30.0"
"Amsterdam","80","0.0","10.0","20.0","30.0"
"Amsterdam","81","0.0","10.0","20.0","30.0"
"Amsterdam","82","0.0","10.0","20.0","30.0"
"Amsterdam","83","0.0","10.0","20.0","30.0"
"Amsterdam","84","0.0","10.0","20.0","30.0"
"Amsterdam","85","0.0","10.0","20.0","30.0"
"Amsterdam","86","0.0","10.0","20.0","30.0"
"Amsterdam","87","0.0","10.0","20.0","30.0"
"Amsterdam","88","0.0","10.0","20.0","30.0"
"Amsterdam","89","0.0","10.0","20.0","30.0"
"Amsterdam","90","0.0","10.0","20.0","30.0"
"Amsterdam","91","0.0","10.0","20.0","30.0"
"Amsterdam","92","0.0","10.0","20.0","30.0"
"Amsterdam","93","0.0","10.0","20.0","30.0"
"Amsterdam","94","0.0","10.0","20.0","30.0"
"Amsterdam","95","0.0","10.0","20.0","30.0"
"Amsterdam","96","0.0","10.0","20.0","30.0"
"Amsterdam","97","0.0","10.0","20.0","30.0"
"Amsterdam","98","0.0","10.0","20.0","30.0"
"Amsterdam","99","5.5e-05","10.000055","20.000055","30.000055"
"Amsterdam","100","0.000109","10.000109","20.000109","30.000109"
"Amsterdam","101","0.000109","10.000109","20.000109","30.000109"
"Amsterdam","102","0.000109","10.000109","20.000109","30.000109"
"Amsterdam","103","0.000109","10.000109","20.000109","30.000109"
"Amsterdam","104","0.000327","10.000327","20.000326","30.000326"
"Amsterdam","105","0.000327","10.000327","20.000326","30.000326"
"Amsterdam","106","0.000327","10.000327","20.000326","30.000326"
"Amsterdam","107","0.000327","10.000327","20.000326","30.000326"
"Amsterdam","108","0.000327","10.000327","20.000326","30.000326"
"Amsterdam","109","0.000436","10.000436","20.000437","30.000437"
"Amsterdam","110","0.000545","10.000545","20.000546","30.000546"
"Amsterdam","111","0.000545","10.000545","20.000546","30.000546"
"Amsterdam","112","0.0006","10.0006","20.0006","30.0006"
"Amsterdam","113","0.000764","10.000764","20.000765","30.000765"
"Amsterdam","114","0.000873","10.000873","20.000874","30.000874"
"Amsterdam","115","0.000982","10.000982","20.000982","30.000982"
"Amsterdam","116","0.001091","10.001091","20.001091","30.001091"
"Amsterdam","117","0.001255","10.001255","20.001255","30.001255"
"Amsterdam","118","0.001309","10.001309","20.001308","30.001308"
"Amsterdam","119","0.001745","10.001745","20.001745","30.001745"
"Amsterdam","120","0.001964","10.001964","20.001965","30.001965"
"Amsterdam","121","0.002182","10.002182","20.002182","30.002182"
"Amsterdam","122","0.002455","10.002455","20.002455","30.002455"
"Amsterdam","123","0.002455","10.002455","20.002455","30.002455"
"Amsterdam","124","0.002782","10.002782","20.002783","30.002783"
"Amsterdam","125","0.003164","10.003164","20.003164","30.003164"
"Amsterdam","126","0.0036","10.0036","20.0036","30.0036"
"Amsterdam","127","0.003873","10.003873","20.003874","30.003874"
"Amsterdam","128","0.004364","10.004364","20.004364","30.004364"
"Amsterdam","129","0.004636","10.004636","20.004637","30.004637"
"Amsterdam","130","0.005455","10.005455","20.005455","30.005455"
"Amsterdam","131","0.006764","10.006764","20.006763","30.006763"
"Amsterdam","132","0.007418","10.007418","20.007418","30.007418"
"Amsterdam","133","0.008127","10.008127","20.008127","30.008127"
"Amsterdam","134","0.009218","10.009218","20.009218","30.009218"
"Amsterdam","135","0.010691","10.010691","20.01069","30.01069"
"Amsterdam","136","0.011509","10.011509","20.011509","30.011509"
"Amsterdam","137","0.0126","10.0126","20.0126","30.0126"
